max_elev,vol_gt_max,jurisdiction,awrc,min_elev,daily_min,gap_filled,area,water_year_short,station,location,data_owner_code,daily_max,annual_average_depth,end_date,data_owner,water_year,station_status,start_date,length,local_id,daily_average,annual_average_vol,elev_range,river,annual_cv
924,2.73,QLD,146095A,12,0,0.87,55.8,Oct to Sep,Tallebudgera Ck Rd,"153.404&deg;E, 28.149&deg;S",w00066,21200,793,28-02-2019,Department of Natural Resources Mines and Energy,October to September,Existing,05-06-1970,19,146095A,120,44.3,912,Tallebudgera Creek,0.65
477,18.97,QLD,422202B,290,0,0,2882,Oct to Sep,Gilweir,"150.179&deg;E, 26.709&deg;S",w00066,69431,27,28-02-2019,Department of Natural Resources Mines and Energy,October to September,Existing,01-01-1950,90,422202B,214,77.7,187,Dogwood Creek,1.61
1249,15.56,QLD,422306A,528,0,0,82.6,Oct to Sep,Swanfels,"152.283&deg;E, 28.164&deg;S",w00066,20764,123,28-02-2019,Department of Natural Resources Mines and Energy,October to September,Existing,01-01-1950,21,422306A,28.6,10.1,721,Swan Creek,1.2
1071,24.08,QLD,422319B,459,0,1.33,255.5,Oct to Sep,Allora,"152.014&deg;E, 28.036&deg;S",w00066,31993,76,28-02-2019,Department of Natural Resources Mines and Energy,October to September,Existing,02-10-1968,55,422319B,52.2,19.4,612,Dalrymple Creek,1.55
1076,21.47,QLD,422321B,558,0,0,31.6,Oct to Sep,Killarney,"152.333&deg;E, 28.354&deg;S",w00066,4892,296,28-02-2019,Department of Natural Resources Mines and Energy,October to September,Existing,03-10-1972,13,422321B,25.6,9.36,518,Spring Creek,0.86
975,13.63,QLD,422334A,427,0,0.02,648.1,Oct to Sep,Aides Bridge,"151.862&deg;E, 27.926&deg;S",w00066,60407,37,28-02-2019,Department of Natural Resources Mines and Energy,October to September,Existing,17-04-1969,77,422334A,65.2,24.2,548,Kings Creek,1.52
666,4.56,QLD,422338A,407,0,0.72,394.8,Oct to Sep,Leyburn,"151.585&deg;E, 28.032&deg;S",w00066,24524,31,28-02-2019,Department of Natural Resources Mines and Energy,October to September,New,27-10-1972,48,422338A,33.9,12.3,259,Canal Creek,1.42
1338,13.75,QLD,422394A,479,0,0.01,328.4,Oct to Sep,Elbow Valley,"152.141&deg;E, 28.371&deg;S",w00066,41173,112,28-02-2019,Department of Natural Resources Mines and Energy,October to September,Existing,03-12-1972,57,422394A,100,36.9,859,Condamine River,1.15
410,4.39,QLD,424201A,137,0,1.05,22885,Oct to Sep,Caiwarro,"144.786&deg;E, 28.689&deg;S",w00066,149462,23,28-02-2019,Department of Natural Resources Mines and Energy,October to September,Existing,19-04-1967,369,424201A,1445,535,273,Paroo River,1.03
509,18.71,QLD,915206A,165,0,5.88,658.8,Oct to Sep,Railway Crossing,"140.223&deg;E, 20.201&deg;S",w00066,67537,87,28-02-2019,Department of Natural Resources Mines and Energy,October to September,New,03-10-1969,62,915206A,166,57.6,344,Dugald River,1.26
987,11.81,QLD,917107A,432,0,4.82,528.1,Oct to Sep,Mount Surprise,"144.306&deg;E, 18.134&deg;S",w00066,22838,90,28-02-2019,Department of Natural Resources Mines and Energy,October to September,Existing,24-07-1968,54,917107A,130,47.6,555,Elizabeth Creek,1.45
1355,3.36,QLD,919003A,174,0,4.26,7734,Oct to Sep,O.K. Bridge,"144.290&deg;E, 16.472&deg;S",w00066,643759,245,28-02-2019,Department of Natural Resources Mines and Energy,October to September,Existing,02-10-1967,228,919003A,5302,1896,1181,Mitchell River,0.81
1223,17.39,QLD,919005A,357,0,2.52,368.4,Oct to Sep,Fonthill,"145.227&deg;E, 16.679&deg;S",w00066,63646,575,28-02-2019,Department of Natural Resources Mines and Energy,October to September,New,03-09-1968,46,919005A,590,212,866,Rifle Creek,0.67
1347,6.84,QLD,919201A,394,0,5.48,533.4,Oct to Sep,Goldfields,"144.778&deg;E, 16.107&deg;S",w00066,65221,292,28-02-2019,Department of Natural Resources Mines and Energy,October to September,Existing,13-12-1967,61,919201A,440,156,953,Palmer River,0.85
1290,4.42,QLD,919309A,118,0,3.01,8638,Oct to Sep,Trimbles Crossing,"143.785&deg;E, 16.545&deg;S",w00066,319042,178,28-02-2019,Department of Natural Resources Mines and Energy,October to September,Existing,11-09-1967,306,919309A,4234,1541,1172,Walsh River,0.88
644,6.51,QLD,925001A,28,0,5.21,3290,Oct to Sep,Moreton,"142.638&deg;E, 12.454&deg;S",w00066,110396,426,28-02-2019,Department of Natural Resources Mines and Energy,October to September,Existing,20-04-1958,139,925001A,3848,1401,616,Wenlock river,0.53
149,4.13,QLD,926002A,27,21,1.99,333.3,Oct to Sep,Dougs Pad,"142.420&deg;E, 11.831&deg;S",w00066,24982,660,28-02-2019,Department of Natural Resources Mines and Energy,October to September,Existing,19-11-1970,37,926002A,616,220,122,Dulhunty River,0.45
384,15.08,SA,A0020101,35,0,2.22,119034,Oct to Sep,Birdsville,"139.367&deg;E, 25.909&deg;S",w00078,409611,11,28-02-2019,Department of Environment Water and Natural Resources,October to September,Existing,19-10-1966,914,A0020101,3706,1360,349,Diamantina River,1.43
850,7.12,SA,A0030501,46,0,0.01,232846,Oct to Sep,Cullyamurra Water Hole,"140.843&deg;E, 27.701&deg;S",w00078,547746,6,28-02-2019,Department of Environment Water and Natural Resources,October to September,Existing,24-02-1973,1402,A0030501,3835,1403,804,Cooper Creek,2.03
204,0.92,SA,A2390519,54,0,0.08,1550,Mar to Feb,Struan,"140.776&deg;E, 37.094&deg;S",w00209,5071,14,28-02-2019,South Australian Water Corporation (SA Water),March to February,Existing,05-06-1971,70,A2390519,62.3,21.9,150,Mosquito Creek,0.99
197,2.33,SA,A2390523,5,0,0.24,485.1,Mar to Feb,Woakwine Range,"140.362&deg;E, 37.703&deg;S",w00209,463,10,28-04-2014,South Australian Water Corporation (SA Water),March to February,Decommissioned,02-06-1973,Not available,A2390523,13.3,4.81,192,Stony Creek,0.87
165,3.99,SA,A2390531,60,0,0.97,410.6,Mar to Feb,Bordertown-Naracoorte Road Bridge,"140.660&deg;E, 36.689&deg;S",w00209,829,8,28-02-2019,South Australian Water Corporation (SA Water),March to February,Existing,12-08-1976,42,A2390531,9.01,3.33,105,Morambro Creek,1.27
529,2.96,SA,A4260533,40,0,7.38,465.6,Mar to Feb,near Hartley,"139.006&deg;E, 35.209&deg;S",w00078,12986,34,28-02-2019,Department of Environment Water and Natural Resources,March to February,New,13-05-1973,52,A4260533,43.1,15.6,489,Bremer River,0.93
497,0.74,SA,A5030502,207,0,0.01,29,Feb to Jan,Scott Bottom,"138.673&deg;E, 35.099&deg;S",w00078,1341,124,28-02-2019,Department of Environment Water and Natural Resources,February to January,Existing,29-03-1969,12,A5030502,9.86,3.6,290,Scott Creek,0.57
600,0,SA,A5040523,194,0,4.15,47.7,Feb to Jan,Castambul,"138.753&deg;E, 34.873&deg;S",w00003,1666,170,28-02-2019,Adelaide and Mount Lofty Ranges Natural Resource Management Board,February to January,Existing,12-11-1977,16,A5040523,22.1,8.12,406,Sixth Creek,0.58
578,0,SA,A5050517,298,0,1.91,120.5,Feb to Jan,Penrice,"139.058&deg;E, 34.464&deg;S",w00078,3802,38,28-02-2019,Department of Environment Water and Natural Resources,February to January,Existing,24-06-1977,26,A5050517,12.4,4.59,280,North Para River,1.07
603,19.33,SA,A5060500,180,0,1.63,500.9,Mar to Feb,Near Rhynie,"138.630&deg;E, 34.130&deg;S",w00078,21007,16,28-02-2019,Department of Environment Water and Natural Resources,March to February,New,16-09-1971,54,A5060500,21.4,7.88,423,Wakefield River,1.42
589,3.09,SA,A5070500,319,0,1.85,240.3,Mar to Feb,near Andrews,"138.630&deg;E, 33.610&deg;S",w00078,3163,16,28-02-2019,Department of Environment Water and Natural Resources,March to February,New,05-07-1969,37,A5070500,10.8,3.94,270,Hill River,1.31
813,20.76,SA,A5070503,203,0,3.57,2464,Mar to Feb,Mooroola,"138.518&deg;E, 33.533&deg;S",w00078,17088,11,28-02-2019,Department of Environment Water and Natural Resources,March to February,New,21-05-1972,122,A5070503,73.2,27,610,Broughton River,0.99
663,23.76,SA,A5090503,251,0,4,175.7,Mar to Feb,Old Kanyaka Ruins,"138.290&deg;E, 32.090&deg;S",w00078,2668,3,28-02-2019,Department of Environment Water and Natural Resources,March to February,New,20-09-1977,31,A5090503,1.85,0.612,412,Kanyaka Creek,1.62
308,0.41,SA,A5130501,45,0,0.25,187.4,Feb to Jan,Gorge Falls,"136.698&deg;E, 35.954&deg;S",w00078,2675,70,28-02-2019,Department of Environment Water and Natural Resources,February to January,Existing,07-06-1973,34,A5130501,36.5,13.2,263,Rocky River,0.7
977,0,TAS,302200,8,0,6.1,455.5,Feb to Jan,The Grange,"148.075&deg;E, 42.047&deg;S",w00072,54449,240,28-02-2019,"Department of Primary Industries Parks, Water and Environment",February to January,New,30-05-1964,50,2200,296,109,969,Swan river,0.82
698,0,TAS,302208,15,0,0,86.9,Feb to Jan,Swansea,"148.040&deg;E, 42.122&deg;S",w00072,8455,199,28-02-2019,"Department of Primary Industries Parks, Water and Environment",February to January,New,20-03-1970,21,2208,46.7,17.3,683,Meredith Reiver,0.83
780,1.51,TAS,303203,424,0,0.48,51.5,Feb to Jan,Baden,"147.453&deg;E, 42.435&deg;S",w00072,4091,109,28-02-2019,"Department of Primary Industries Parks, Water and Environment",February to January,New,15-07-1971,16,3203,15.6,5.63,356,Coal River,1
1430,0.06,TAS,304040,178,82,0,445,Feb to Jan,U/S Derwent Junction,"146.515&deg;E, 42.442&deg;S",w00129,13535,749,28-02-2019,Hydro-electric Corporation (Hydro Tasmania),February to January,New,20-01-1951,51,40,911,333,1252,Florentine River,0.23
1307,0.68,TAS,304497,803,1,0,174,Feb to Jan,Gowan Brae,"146.420&deg;E, 42.031&deg;S",w00129,10502,1108,28-02-2019,Hydro-electric Corporation (Hydro Tasmania),February to January,Existing,07-05-1964,29,497,532,193,504,Nive River,0.22
1365,0.42,TAS,304499,173,42,0,210.2,Feb to Jan,Newbury,"146.711&deg;E, 42.707&deg;S",w00072,12594,788,28-02-2019,"Department of Primary Industries Parks, Water and Environment",February to January,Existing,19-03-1965,30,499,453,166,1192,Tyenna River,0.23
677,0.59,TAS,305202,59,0,0,18.3,Feb to Jan,U/S Snug Tiers Rd Bridge,"147.237&deg;E, 43.071&deg;S",w00072,1253,254,28-02-2019,"Department of Primary Industries Parks, Water and Environment",February to January,Existing,14-02-1975,9,5202,13.2,4.66,618,Snug Rivulet,0.58
1392,0,TAS,306119,27,0,1.26,1824,Feb to Jan,Huon River above Frying PanCreek,"146.840&deg;E, 43.037&deg;S",w00072,137570,1442,01-07-2016,"Department of Primary Industries Parks, Water and Environment",February to January,Decommissioned,01-01-1950,104,119,7197,2629,1365,Huon River above Frying PanCreek,0.21
1117,2.13,TAS,307473,17,48,1,698.6,Feb to Jan,D/S Crossing Rv,"145.950&deg;E, 43.141&deg;S",w00072,58367,2002,28-02-2019,"Department of Primary Industries Parks, Water and Environment",February to January,Existing,28-02-1964,60,473,3839,1399,1100,Davey River,0.13
1441,2.51,TAS,308145,224,0,1.45,775.3,Feb to Jan,Mt Fincham Track,"145.768&deg;E, 42.241&deg;S",w00129,62257,1904,28-02-2019,Hydro-electric Corporation (Hydro Tasmania),February to January,Existing,12-04-1953,55,145,4060,1476,1217,Franklin River,0.18
1391,0,TAS,308799,339,60,0.04,271.1,Feb to Jan,B/L Alma,"145.929&deg;E, 42.164&deg;S",w00129,25663,1913,28-02-2019,Hydro-electric Corporation (Hydro Tasmania),February to January,Existing,19-12-1980,28,799,1413,518,1052,Collingwood river,0.16
990,0.11,TAS,312061,565,6,0,100.8,Feb to Jan,Guilford Junction,"145.670&deg;E, 41.419&deg;S",w00129,5818,1329,28-02-2019,Hydro-electric Corporation (Hydro Tasmania),February to January,Existing,01-01-1950,22,61,366,134,425,Hellyer River,0.22
1347,0.52,TAS,314207,44,0,1.04,499.3,Feb to Jan,at Bannons Bridge,"146.090&deg;E, 41.251&deg;S",w00072,39747,977,28-02-2019,"Department of Primary Industries Parks, Water and Environment",February to January,Existing,20-06-1963,79,14207,1335,488,1303,Leven River,0.28
575,1.24,TAS,314212,18,11,1.25,225.6,Feb to Jan,Cam River U/S Somerset WS,"145.837&deg;E, 41.060&deg;S",w00072,11667,633,28-02-2019,"Department of Primary Industries Parks, Water and Environment",February to January,New,21-03-1968,35,14212,398,143,557,Cam River U/S Somerset WS,0.38
553,1.09,TAS,314213,17,0,1.58,318.5,Feb to Jan,South Forest,"145.298&deg;E, 40.873&deg;S",w00072,14417,596,28-02-2019,"Department of Primary Industries Parks, Water and Environment",February to January,Existing,30-05-1968,55,14213,526,190,536,Black River,0.33
271,0.31,TAS,314214,8,3,0.4,346.3,Feb to Jan,Scotchtown Road,"145.118&deg;E, 40.873&deg;S",w00072,7914,496,28-02-2019,"Department of Primary Industries Parks, Water and Environment",February to January,New,24-04-1966,43,14214,471,172,263,Duck River,0.31
1558,0.12,TAS,315450,255,14,0,309.6,Feb to Jan,U/S Lemonthyme,"146.131&deg;E, 41.612&deg;S",w00129,31200,1473,28-02-2019,Hydro-electric Corporation (Hydro Tasmania),February to January,Existing,13-12-1962,39,450,1244,456,1303,Forth River,0.2
1199,0.42,TAS,316624,399,0,0,90.6,Feb to Jan,U/S Mersey,"146.215&deg;E, 41.689&deg;S",w00129,5125,1021,28-02-2019,Hydro-electric Corporation (Hydro Tasmania),February to January,New,13-01-1972,22,624,253,92.5,800,Arm River,0.21
543,7.01,TAS,317200,23,0,0.45,257.5,Feb to Jan,Tidal Limit,"146.567&deg;E, 41.257&deg;S",w00072,15859,256,28-02-2019,"Department of Primary Industries Parks, Water and Environment",February to January,New,24-06-1967,37,7200,180,66,520,Rubican River,0.58
1572,0,TAS,318076,321,23,0.52,379.8,Feb to Jan,Ballroom,"147.384&deg;E, 41.494&deg;S",w00072,17529,431,28-02-2019,"Department of Primary Industries Parks, Water and Environment",February to January,Existing,01-01-1950,44,76,447,164,1251,North Esk River,0.38
1521,0,TAS,318150,175,7,0.07,2288,Feb to Jan,South Esk at Llewellyn,"147.563&deg;E, 41.817&deg;S",w00129,153720,243,28-02-2019,Hydro-electric Corporation (Hydro Tasmania),February to January,New,02-12-1972,117,150,1509,555,1346,River,0.56
1559,0.47,TAS,318181,138,6,0.09,3285,Feb to Jan,above Macquarie River,"147.203&deg;E, 41.598&deg;S",w00072,218507,230,28-02-2019,"Department of Primary Industries Parks, Water and Environment",February to January,New,21-12-1956,141,181,2053,754,1421,South Esk River,0.53
858,0,TAS,318191,233,0,0.19,186.9,Feb to Jan,at Killymoon,"148.057&deg;E, 41.597&deg;S",w00072,27295,251,28-02-2019,"Department of Primary Industries Parks, Water and Environment",February to January,New,06-11-1983,32,191,127,46.9,625,Break O'Day River,0.73
1019,12,TAS,318311,193,0,3.08,519.1,Feb to Jan,St Pauls River U/S South Esk,"147.727&deg;E, 41.788&deg;S",w00072,41268,176,28-02-2019,"Department of Primary Industries Parks, Water and Environment",February to January,New,05-05-1988,54,18311,257,91.6,826,St Pauls River U/S South Esk,0.78
1150,0.56,TAS,319204,19,0,0.47,299.5,Feb to Jan,Pipers River D/S  Yarrow Creek,"147.110&deg;E, 41.067&deg;S",w00072,21281,269,28-02-2019,"Department of Primary Industries Parks, Water and Environment",February to January,New,28-04-1972,40,19204,220,80.6,1131,Pipers River D/S  Yarrow Creek,0.53
1160,0,VIC,221201,165,0,0,323.2,Mar to Feb,Weeragua,"149.200&deg;E, 37.373&deg;S",w00074,14140,151,28-02-2019,"Department of Environment, Land, Water and Planning",March to February,New,23-02-1957,43,221201,133,48.8,995,Cann(West Branch River,0.9
1201,1.65,VIC,221207,143,19,1.06,159.2,Mar to Feb,Errinundra,"148.914&deg;E, 37.447&deg;S",w00074,10621,372,28-02-2019,"Department of Environment, Land, Water and Planning",March to February,Existing,22-02-1968,28,221207,162,59.3,1058,Errinundra River,0.54
519,8.01,VIC,221208,34,0,0,423.2,Mar to Feb,Wingan Inlet National Park,"149.490&deg;E, 37.689&deg;S",w00074,28488,156,28-02-2019,"Department of Environment, Land, Water and Planning",March to February,New,24-06-1979,49,221208,179,65.9,485,Wingan River,0.84
1020,0,VIC,221209,178,0,0,147,Mar to Feb,Weeragua,"149.210&deg;E, 37.356&deg;S",w00074,9769,129,28-02-2019,"Department of Environment, Land, Water and Planning",March to February,New,25-10-1972,29,221209,51.4,18.9,842,Cann(East Branch River,1.1
1091,8.73,VIC,221210,80,0,0,844.1,Mar to Feb,The Gorge,"149.519&deg;E, 37.417&deg;S",w00074,74941,136,28-02-2019,"Department of Environment, Land, Water and Planning",March to February,Existing,24-08-1972,84,221210,312,115,1011,Genoa River,1.06
1200,4.53,VIC,221211,177,0,0.06,181.8,Mar to Feb,Combienbar,"148.980&deg;E, 37.440&deg;S",w00074,11578,168,28-02-2019,"Department of Environment, Land, Water and Planning",March to February,New,13-08-1974,32,221211,84.4,30.6,1023,Combienbar River,0.82
1257,3.1,VIC,221212,77,30,0,731.2,Mar to Feb,Princes HWY,"148.900&deg;E, 37.606&deg;S",w00074,48179,212,28-02-2019,"Department of Environment, Land, Water and Planning",March to February,New,02-05-1975,65,221212,432,155,1180,Bemm River,0.65
1238,0.45,VIC,222202,90,0,1.8,648.1,Mar to Feb,Sardine Creek,"148.550&deg;E, 37.512&deg;S",w00074,40305,205,28-02-2019,"Department of Environment, Land, Water and Planning",March to February,New,01-01-1950,61,222202,363,133,1148,Brodribb Riber River,0.71
1801,0.7,VIC,222206,77,0,0,850.2,Mar to Feb,Buchan,"148.175&deg;E, 37.495&deg;S",w00074,24240,163,28-02-2019,"Department of Environment, Land, Water and Planning",March to February,Existing,01-01-1950,118,222206,381,139,1724,Buchan River,0.71
1828,1.32,VIC,222213,375,0,0.73,361.4,Mar to Feb,Suggan Buggan,"148.327&deg;E, 36.954&deg;S",w00074,5700,139,28-02-2019,"Department of Environment, Land, Water and Planning",March to February,Existing,26-07-1957,45,222213,138,50.4,1453,Suggan Buggan River,0.54
1180,18.1,VIC,222217,117,0,0,429.1,Mar to Feb,Jacksons Crossing,"148.360&deg;E, 37.410&deg;S",w00074,27483,135,28-02-2019,"Department of Environment, Land, Water and Planning",March to February,New,04-06-1976,50,222217,159,58,1063,Rodger River,0.86
1559,1.99,VIC,223202,290,0,0.01,899.3,Mar to Feb,Swifts Creek,"147.729&deg;E, 37.268&deg;S",w00074,26755,85,28-02-2019,"Department of Environment, Land, Water and Planning",March to February,Existing,01-01-1950,67,223202,209,76.2,1269,Tambo River,0.82
1712,0.74,VIC,224201,182,1,0.03,1974,Mar to Feb,Waterford,"147.170&deg;E, 37.490&deg;S",w00074,52410,298,28-02-2019,"Department of Environment, Land, Water and Planning",March to February,New,12-12-1965,109,224201,1604,588,1530,Wonnangatta R River,0.78
1670,1.15,VIC,224206,239,0,0.19,1100,Mar to Feb,Crooked River,"147.089&deg;E, 37.406&deg;S",w00074,32227,294,28-02-2019,"Department of Environment, Land, Water and Planning",March to February,Existing,11-03-1960,81,224206,891,324,1431,Wonnangatta River,0.62
1859,0.82,VIC,224213,178,0,0.2,669.7,Mar to Feb,Lower Dargo Rd,"147.271&deg;E, 37.494&deg;S",w00074,14942,238,28-02-2019,"Department of Environment, Land, Water and Planning",March to February,Existing,25-05-1973,107,224213,439,160,1681,Dargo River,0.44
1320,24.7,VIC,225110A,461,0,5.92,132.1,Mar to Feb,D/S Johnsons Creek,"146.319&deg;E, 37.684&deg;S",w00151,6936,304,28-02-2019,Melbourne Water Corporation (Melbourne Water),March to February,Existing,01-09-1981,21,225110A,109,40.2,859,Jordan River,0.4
1455,2.04,VIC,225213,292,0,0.05,312.5,Mar to Feb,Beardmore,"146.430&deg;E, 37.854&deg;S",w00074,28837,208,28-02-2019,"Department of Environment, Land, Water and Planning",March to February,New,29-06-1963,42,225213,179,65,1163,Aberfeldy River,0.71
1379,14.66,VIC,225218,65,0,0,314,Mar to Feb,Briagolong,"147.090&deg;E, 37.812&deg;S",w00074,52069,115,28-02-2019,"Department of Environment, Land, Water and Planning",March to February,New,14-04-1967,42,225218,97.7,36.2,1314,Freestone Creek,1.28
1720,0.23,VIC,225219,279,0,0.14,570.4,Mar to Feb,Glencairn,"146.566&deg;E, 37.516&deg;S",w00074,26231,387,28-02-2019,"Department of Environment, Land, Water and Planning",March to February,Existing,09-04-1967,53,225219,599,221,1441,Macalister River,0.39
1219,0.18,VIC,226204,67,59,0.03,557.5,Mar to Feb,Willow Grove,"146.160&deg;E, 38.089&deg;S",w00074,14337,314,28-02-2019,"Department of Environment, Land, Water and Planning",March to February,New,01-01-1950,57,226204,479,175,1152,Latrobe River,0.42
500,0,VIC,226209,79,0,0,208.3,Mar to Feb,Darnum,"146.000&deg;E, 38.206&deg;S",w00074,3984,225,28-02-2019,"Department of Environment, Land, Water and Planning",March to February,New,21-10-1960,34,226209,128,46.9,421,Moe R River,0.42
1090,5.77,VIC,226220,249,4,4,101.8,Mar to Feb,Noojee,"146.007&deg;E, 37.867&deg;S",w00074,2481,260,28-02-2019,"Department of Environment, Land, Water and Planning",March to February,Existing,07-03-1957,16,226220,72.9,26.5,841,Loch River,0.36
1566,0.14,VIC,226226,178,0,0.05,299.4,Mar to Feb,Tanjil Junction,"146.190&deg;E, 37.980&deg;S",w00074,10672,422,28-02-2019,"Department of Environment, Land, Water and Planning",March to February,New,04-06-1960,41,226226,350,126,1388,Tanjil River,0.33
500,0.42,VIC,226402,47,0,0,607.7,Mar to Feb,Trafalgar East,"146.210&deg;E, 38.176&deg;S",w00074,9115,164,28-02-2019,"Department of Environment, Land, Water and Planning",March to February,New,07-06-1957,59,226402,274,99.6,453,Moe Drain River,0.49
740,2.02,VIC,226410,94,0,0.5,86.1,Mar to Feb,Koornalla,"146.530&deg;E, 38.323&deg;S",w00074,9688,266,04-01-2019,"Department of Environment, Land, Water and Planning",March to February,New,02-06-1962,22,226410,62.2,22.9,646,Traralgon Creek,0.55
695,4.94,VIC,227200,28,0,0.18,223.2,Mar to Feb,Yarram,"146.680&deg;E, 38.538&deg;S",w00074,21830,141,28-02-2019,"Department of Environment, Land, Water and Planning",March to February,New,05-03-1965,35,227200,85.1,31.4,667,Tarra River,0.81
507,1.53,VIC,227202,15,4,0,1071,Mar to Feb,Meeniyan,"145.990&deg;E, 38.582&deg;S",w00074,23263,230,28-02-2019,"Department of Environment, Land, Water and Planning",March to February,New,23-06-1955,79,227202,679,246,492,Tarwin River,0.43
581,2.26,VIC,227211,109,1,0,64.9,Mar to Feb,Toora,"146.370&deg;E, 38.640&deg;S",w00074,7352,365,28-02-2019,"Department of Environment, Land, Water and Planning",March to February,New,15-11-1960,19,227211,64.5,23.7,472,Agnes River,0.43
337,1.41,VIC,227219,77,0,0.07,57.5,Mar to Feb,Loch,"145.720&deg;E, 38.358&deg;S",w00074,2289,266,28-02-2019,"Department of Environment, Land, Water and Planning",March to February,New,03-04-1966,18,227219,42.1,15.3,260,Bass River,0.43
680,5.76,VIC,227225,196,1,0.24,20.7,Mar to Feb,Fischers,"146.555&deg;E, 38.469&deg;S",w00074,3812,401,28-02-2019,"Department of Environment, Land, Water and Planning",March to February,Existing,25-04-1968,8,227225,22.8,8.3,484,Tarra River,0.62
420,5.07,VIC,227226,57,0,0,129.7,Mar to Feb,Dumbalk North,"146.161&deg;E, 38.499&deg;S",w00074,9926,254,28-02-2019,"Department of Environment, Land, Water and Planning",March to February,Existing,25-04-1970,30,227226,91.5,33,363,Tarwin River East Branch,0.44
480,1.49,VIC,227227,72,0,0.03,105.8,Mar to Feb,Leongatha,"145.957&deg;E, 38.394&deg;S",w00074,5011,325,07-11-2018,"Department of Environment, Land, Water and Planning",March to February,Existing,26-10-1973,21,227227,93.7,34.4,408,Wilkur Creek,0.42
337,0.78,VIC,227231,10,0,0,240.2,Mar to Feb,Glen Forbes South,"145.510&deg;E, 38.467&deg;S",w00074,6774,215,28-02-2019,"Department of Environment, Land, Water and Planning",March to February,New,31-03-1973,37,227231,142,51.7,327,Bass River,0.47
302,0,VIC,227236,28,0,0.09,225.4,Mar to Feb,D/S Foster Ck Junction,"145.710&deg;E, 38.559&deg;S",w00074,8390,202,28-02-2019,"Department of Environment, Land, Water and Planning",March to February,New,20-05-1979,36,227236,125,45.6,274,Powlett River,0.52
573,1.88,VIC,227237,43,1,0,75.3,Mar to Feb,Toora,"146.310&deg;E, 38.630&deg;S",w00074,5740,290,28-02-2019,"Department of Environment, Land, Water and Planning",March to February,New,10-06-1979,20,227237,59.7,21.8,530,Franklin River,0.45
1002,6.92,VIC,229661A,393,1,7.33,54.5,Mar to Feb,RD 1,"145.927&deg;E, 37.634&deg;S",w00151,974,286,28-02-2019,Melbourne Water Corporation (Melbourne Water),March to February,Existing,18-05-1979,12,229661A,42.4,15.6,609,Walshes Creek,0.5
961,0.91,VIC,230205,81,0,0.36,858.7,Mar to Feb,Bulla (D/S of Emu Ck Ju,"144.800&deg;E, 37.632&deg;S",w00074,33590,67,28-02-2019,"Department of Environment, Land, Water and Planning",March to February,New,22-06-1955,71,230205,161,57.2,880,Deep Creek,0.92
726,1.51,VIC,230210,475,0,0.39,38.7,Mar to Feb,Bullengarook,"144.524&deg;E, 37.472&deg;S",w00074,2798,97,28-02-2019,"Department of Environment, Land, Water and Planning",March to February,Existing,10-05-1968,13,230210,10.3,3.77,251,Saltwater Creek,1.01
876,0,VIC,231211,130,0,0.05,235.4,Mar to Feb,U/S Goodman Ck Junction,"144.430&deg;E, 37.630&deg;S",w00074,13623,76,28-02-2019,"Department of Environment, Land, Water and Planning",March to February,New,27-08-1978,36,231211,49.9,18,746,Lerderderg River,0.96
876,0.6,VIC,231213,430,0,0.77,152.1,Mar to Feb,Sardine Creek O'brien Crossing,"144.361&deg;E, 37.497&deg;S",w00074,8826,162,28-02-2019,"Department of Environment, Land, Water and Planning",March to February,Existing,17-04-1959,28,231213,66.8,24.6,446,Lerderderg River,0.73
867,2.42,VIC,231225,470,0,0,107.6,Mar to Feb,Ballan (U/S Old Western H-,"144.250&deg;E, 37.598&deg;S",w00074,4632,138,28-09-2018,"Department of Environment, Land, Water and Planning",March to February,New,17-05-1973,24,231225,41.2,14.9,397,Werribee River,0.82
490,2.35,VIC,234200,196,0,1.17,316.9,Mar to Feb,Pitfield,"143.590&deg;E, 37.809&deg;S",w00074,10735,42,28-02-2019,"Department of Environment, Land, Water and Planning",March to February,New,03-04-1957,42,234200,36.1,13.3,294,Woady Yaloak River River,1.03
490,1.66,VIC,234201,120,0,0,1166,Mar to Feb,Cressy (Yarima),"143.640&deg;E, 38.012&deg;S",w00074,34320,31,28-02-2019,"Department of Environment, Land, Water and Planning",March to February,New,05-05-1963,83,234201,99.4,35.7,370,Woady Yaloak River,1.04
258,1.76,VIC,234203,120,0,0,161.3,Mar to Feb,Pirron Yallock (above H'Wy),"143.420&deg;E, 38.354&deg;S",w00074,1327,87,28-02-2019,"Department of Environment, Land, Water and Planning",March to February,New,20-12-1973,30,234203,38.4,14.1,138,Pirron YalloCreek C River,0.67
580,1.19,VIC,235202,148,0,1.07,52.7,Mar to Feb,Upper Gelliberand,"143.660&deg;E, 38.564&deg;S",w00074,9520,612,28-02-2019,"Department of Environment, Land, Water and Planning",March to February,New,01-01-1950,17,235202,88.1,32.2,432,Gellibrand River River,0.52
260,1.08,VIC,235203,11,0,0,721.3,Mar to Feb,Curdie,"142.960&deg;E, 38.445&deg;S",w00074,40962,116,28-02-2019,"Department of Environment, Land, Water and Planning",March to February,New,25-01-1975,65,235203,229,83.8,249,Curdies River River,0.56
